"path","line","category","text"
"docs\renderer-milestone6-analysis.md","60","Documentation: history or current removal/dependency explanation","1. Neue `Renderer/TreeRenderData.h`: kleine CPU-Vertex-/Strip-/Draw-Verträge und abstrakte Tree-Handles. Kein Diligent/SpeedTree/D3D9 im Datenvertrag. Native Modelle besitzen die neuen Ressourcen, Instanzen teilen sie wie bisher."
"docs\renderer-milestone5d.md","3","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5d.md","84","Documentation: history or current removal/dependency explanation","Build-Konfiguration abschließend `M2_ENABLE_DILIGENT_D3D11=ON`; der Programmstart bleibt gemäß `Renderer/StartupOptions.h` standardmäßig LegacyD3D9. Diligent wird weiterhin ausschließlich mit `--renderer=diligent-d3d11` gewählt. Der abschließende Linker meldet die bekannten fehlenden Python-/zlib-PDBs (LNK4099), keine Buildfehler. Nach den Ingame-Läufen wurde kein Produktionscode mehr verändert."
"docs\renderer-milestone5d.md","86","Documentation: history or current removal/dependency explanation","Der MountGpuAdapter durchläuft dieselben **37 nativen D3D9/D3D11-Material-/Transform-Pixelvergleiche** wie dynamische Actors. Darin: diffuse/specular/native Actorstages, Alpha-Test/Blend, Cull/Depth, Filtering/Mips, Matrixrotation/-skalierung, Resize und Nullgröße/Restore. Der bestehende 5B.1-Test mit **720 Materialreihenfolgen / 12 PSOs** bleibt unverändert aktiv. Neue dreifache Lifetime-Zyklen prüfen getrennte Mount-/Rider-/Attachment-Geometrien, mehrere Materialdraws bei nur einem Mount-Upload, Verbergen, Mount-Freigabe bei weiter bestehendem Reiter und abschließend sämtliche Besitzer auf 0."
"docs\renderer-milestone5c.md","3","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5c.md","7","Documentation: history or current removal/dependency explanation","Baseline: `8c4ee3a`, M5B einschließlich deterministischer Materialzustände. Legacy D3D9Ex bleibt Standard. Der Nutzer hat für Schilde ausdrücklich **Legacy-Verhalten** gewählt: Ausrüstung ohne sichtbares Schildmodell. Kein neues Schildsystem, keine neuen Netzwerkfelder oder Assets."
"docs\renderer-milestone5c.md","40","Documentation: history or current removal/dependency explanation","Die tatsächliche D3DX-Zeilenvektorreihenfolge lautet für starre Meshes:"
"docs\renderer-milestone5c.md","54","Documentation: history or current removal/dependency explanation","`CGrannyMaterialPalette`/`CGrannyMaterial::ApplyRenderState` → `RenderMeshNodeListWithOneTexture` → vorhandener Renderer-Callback → originaler D3D9-Draw → Restore. Diffuse/Opacity verwenden native Gruppen und Stage-0-Textur. Weapon-Material setzt die bestehende Specular-Konfiguration mit SphereMapIndex=1; diese Funktion existiert bereits im 5B-Pfad und ist kein Weapon Glow. Actor Fade/Blend, Alpha-Test, Two-Sided/Cull, Depth, Materialfarbe, Texturfilter/Mips und Overrides werden unverändert pro Materialdraw erfasst. Keine neue additive/emissive Engine; Effekte/Trails bleiben Legacy und werden nicht in Diligent zusammengesetzt."
"docs\renderer-milestone5c.md","98","Documentation: history or current removal/dependency explanation","Die vollständige Suite umfasst die vorhandenen Kompressions-/Script-Tests und alle sechs Renderer-Tests. Der echte D3D9/D3D11-Pixelvergleich läuft zusätzlich mit dem neuen **RigidAttachmentGpuAdapter durch 37 Material-/Transformfälle**. Die bestehenden dynamischen Actor-/Terrain-/Objekttests und die **720 5B.1-Materialreihenfolgen** bleiben aktiv. Die Attachment-Lifetime-Prüfung wiederholt Erzeugung, mehrfachen Draw, Verbergen, Freigabe und Neuerzeugung dreimal. Sie prüft ausdrücklich: starre Waffen verursachen keinen dynamischen Vertex-Upload und kein zusätzliches Skinning; nur skinned Haare verwenden den vorhandenen Uploadpfad."
"docs\renderer-milestone5b.md","4","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5b.md","8","Documentation: history or current removal/dependency explanation","Die [Analyse vor Änderungen](C:/Users/ZiiNAN/Documents/GitHub/m2dev-client-src/docs/renderer-milestone5b-analysis.md) beantwortet separat alle 22 Actor- und 13 Shape-Fragen anhand der Source und Originalassets. Keine Server-/Assetänderungen; Legacy D3D9Ex bleibt Standard. Genau ein Actor-Renderer für die drei Kategorien."
"docs\renderer-milestone5b.md","12","Documentation: history or current removal/dependency explanation","Gemeinsamer Renderweg: `CPythonApplication::RenderGame` → `CPythonCharacterManager::Render` → vorhandene sortierte Alive-/Dead-Listen → `CInstanceBase::Render` → `CGraphicObjectInstance::Render` → `CActorInstance::OnRender` → `ActorDrawScope(PART_MAIN)` → originale Diffuse-/Opacity-/Blend-/ADD-/MODULATE-Pässe → `CGraphicThingInstance` / aktueller LOD → `CGrannyModelInstance::RenderMeshNodeListWithOneTexture` → aktuelle MR-12-Materialpalette → `ApplyRenderState` → **lesender Submit-Callback** → `DiligentActorRenderer::Draw` → unverändert anschließender nativer D3D9-Draw und `RestoreRenderState`."
"docs\renderer-milestone5b.md","69","Documentation: history or current removal/dependency explanation","GPU-Abgleich erforderte den Vergleich des gerundeten 8-Bit-Alpha-Ergebnisses statt eines unquantisierten float gegen AlphaRef. Zehn neue Actor-Materialreferenzen werden gegen echtes D3D9 geprüft. Beim zusätzlichen linear gefilterten Sphere-/Factor-Alpha-Fall bleiben 610 einzelne Coverage-Randpixel, **0 Innenflächenfehler und 0 Alpha-Innenfehler**; die Fallprüfung erlaubt nur eine Einpixelgrenze in beiden Bildern und eine begrenzte Gesamtzahl. Ohne die Alpha-Korrektur entstehen breite Ränder und der Test fällt durch. Alle bisherigen 27 statischen und 27 dynamischen Fälle behalten ihre bisherigen Toleranzen."
"docs\renderer-milestone5b.md","172","Documentation: history or current removal/dependency explanation","Renderer ON **6/6 bestanden**. Neu: portable `Renderer.ActorPolicy` mit Kategorien-/Pet-/Mount-/Attachment-Ausschluss und Scope-Wiederherstellung. GPU: bisherige 27 statische + nun 37 dynamische Actor-Referenzfälle, echte D3D9-Fixed-Function-Referenz, multi-group-/owner-/NaN-/Längen-/Lifetime-Negativtests, gemeinsame Depth, Resize und Suspend/Restore. Neue Actor-Materialfälle: mittlere RGB-Abweichung **0,042–0,154 auf der 0–255-Skala**, keine Alpha-Innenfehler. Einzelne gefilterte Coverage-Kanten siehe Punkt 11. Kein Test deaktiviert."
"docs\renderer-milestone5b-state-stabilization.md","3","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5b-state-stabilization.md","11","Documentation: history or current removal/dependency explanation","`CActorInstance::BeginBlendRender()` setzt für den nativen Fade `ALPHAOP=SELECTARG2` und `ALPHAARG2=TFACTOR`. `ALPHAARG1` wird dabei absichtlich nicht benötigt und auch nicht gesetzt. Die Actor-Übergabe in `StateReader::Capture()` verlangte trotzdem `ALPHAARG1=TEXTURE`. Ein anderer gültiger, aber inaktiver Wert führte zu `excluded: actor render state` und zum Überspringen des Diligent-Draws. Die native D3D9-Darstellung war davon nicht betroffen."
"docs\renderer-milestone5b-state-stabilization.md","19","Documentation: history or current removal/dependency explanation","Der native GPU-Vergleich setzt im vorhandenen Fade-Fall das unbenutzte Alpha-Argument 1 auf `CURRENT`. **Vor dem Fix scheitert der Test** an `5B native actor material capture` (`build/milestone5b-state/repro-test.log`, CTest Exit 8). Nach dem Fix wird exakt dieser native Zustand gezeichnet und mit der echten D3D9-Fixed-Function-Ausgabe verglichen. Ein weiterer Referenzfall verwendet `DIFFUSE` bei gleichzeitigem Alpha-Test."
"docs\renderer-milestone5b-analysis.md","4","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5b-analysis.md","37","Documentation: history or current removal/dependency explanation","Player/NPC/Mob: `CPythonApplication::RenderGame` → `CPythonCharacterManager::Render` → vorhandene distanzsortierte Alive-/Dead-Listen → `CInstanceBase::Render` → `CGraphicObjectInstance::Render` → `CActorInstance::OnRender` → `CGraphicThingInstance::RenderWithOneTexture` / `BlendRenderWithOneTexture` → aktueller LOD → `CGrannyModelInstance::RenderMeshNodeListWithOneTexture` → Materialpalette / `ApplyRenderState` → nativer D3D9-Draw → `RestoreRenderState`."
"docs\renderer-milestone5b-analysis.md","90","Documentation: history or current removal/dependency explanation","7. `tests/Renderer`: zusätzliche echte D3D9-Pixelreferenzen für Materialien, gemischte Geometrie und Zähler; isolierter Originalasset-Test für mehrere Shapes/NPCs/Mobs, Fade, Spawn/Despawn, A1/B1/A1, mehrere Kamera-/Windowzustände. ON/OFF, volle Testsuite, normale Ingame-Abnahmen, Exitcodes und Ressourcenprüfung."
"docs\renderer-milestone5a.md","4","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5a.md","6","Documentation: history or current removal/dependency explanation","Stand: 12.09.2026. Basis `7f038ef`. **Milestone 5A für den ausgewählten animierten Krieger-Grundkörper abgeschlossen.** Isolierter Diligent-Test, normale Diligent-Ingame-Abnahme, normale Legacy-Regression und der abschließende Mount-/Map-Gegenlauf sind bestanden. Die unten genannten Grenzen bleiben ausdrücklich bestehen. Keine automatische Fortsetzung mit 5B. Legacy D3D9Ex bleibt Default, Diligent ist nur mit `--renderer=diligent-d3d11` aktiv."
"docs\renderer-milestone5a.md","36","Documentation: history or current removal/dependency explanation","[DiligentActorRenderer](C:/Users/ZiiNAN/Documents/GitHub/m2dev-client-src/src/Renderer/DiligentActorRenderer.cpp) verwendet die vorhandene 4B-PNT-/Materialimplementierung in einer separat gezählten Instanz. Ein VB je aktiver ModelInstance: `USAGE_DYNAMIC`, `CPU_ACCESS_WRITE`, Vollupload mit `MAP_WRITE/MAP_FLAG_DISCARD`. IB: `USAGE_IMMUTABLE`, keine CPU-Schreibrechte. Ein Vertexupload je neuer fertiger Revision, nicht pro Materialgruppe. Kein Ringbuffer, Batching oder GPU-Skinning. Native D3D9-Lockflags und Drawcalls unverändert."
"docs\renderer-milestone5a.md","60","Documentation: history or current removal/dependency explanation","Originale `general/wait.msa`, `run.msa`, `attack.msa` mit den zugehörigen GR2-Animationen. Der isolierte Test ruft die bestehenden Motion-APIs auf: Idle, Run mit Positionsbewegung und wiederholtes `PushOnceMotion` für Attack. A1 und B1 werden durchlaufen, Rotation 0/90/180 Grad. Benutzer bestätigt am isolierten Diligent-Test: „sieht gut aaus“. Die ausdrückliche Rückfrage zum normalen Diligent-Ingame-Lauf nach der Filterkorrektur (PID 58424) – Grundkörper sichtbar, Stehen, Laufen, Angriff und Minimize/Restore korrekt – beantwortet der Benutzer mit **„Ja, alles korrekt“**. Keine neue Animation, kein Ersatzparser, kein Skeleton-Rewrite. Zusätzlich 27 unterschiedliche dynamische PNT-/Normalen-Posen im GPU-Pixelvergleich gegen echte D3D9-Fixed-Function-Draws."
"docs\renderer-milestone5a.md","80","Documentation: history or current removal/dependency explanation","| Abgenommener PC-Grundkörper | unveränderter Granny-/D3D9-Pfad | neue CPU-PNT-Übergabe |"
"docs\renderer-milestone5a.md","157","Documentation: history or current removal/dependency explanation","- `tests/Renderer`: 27 dynamische D3D9-Paritätsposen, Owner-/Upload-/Lifetime-Negativtests, tatsächlicher Granny-Actor auf originalen Maps, isolierter Prozessbeobachter."
"docs\renderer-milestone5a-analysis.md","4","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone5a-analysis.md","6","Documentation: history or current removal/dependency explanation","12.09.2026, Ausgangsbasis `7f038ef`, sauberer Source-Worktree. Kein Granny-Rewrite, keine neue Animation, kein GPU-Skinning. Legacy D3D9Ex bleibt Default. Die folgenden Befunde wurden vor den Produktionsänderungen aus dem bestehenden Source und den Originalassets erhoben."
"docs\renderer-milestone5a-analysis.md","71","Documentation: history or current removal/dependency explanation","Diligent-Version bleibt gepinnt (`b036337d`, 2.5.6). Lokale SDK-Verträge `GraphicsEngine/interface/Buffer.h`, `GraphicsTypes.h` und bestehender MapHelper-Pfad geprüft: dynamisches VB mit `USAGE_DYNAMIC`, `CPU_ACCESS_WRITE`, Vollaktualisierung per MAP_WRITE/MAP_FLAG_DISCARD; Indexbuffer unveränderlich. Kein Ringbuffer, Batching, Instancing oder GPU-Skinning. Nur ein Upload pro neuer fertig deformierter Revision, nicht pro Materialgruppe. Originale D3D9-Buffer-/Lockstrategie bleibt erhalten."
"docs\renderer-milestone4b.md","3","Documentation: history or current removal/dependency explanation","> Historischer Milestone-Stand. Aktuell seit [M12](renderer-milestone12.md): Diligent D3D11 ist im ON-Build der Default; Legacy wird explizit mit `--renderer=legacy-d3d9` gewählt. OFF-Builds bleiben Legacy-only. Frühere Testergebnisse und Auswahlbeschreibungen unten gelten für ihren damaligen Stand."
"docs\renderer-milestone4b.md","7","Documentation: history or current removal/dependency explanation","Legacy D3D9Ex bleibt der Standard. Diligent D3D11 bleibt ausschließlich mit `--renderer=diligent-d3d11` aktiv. Keine Fortsetzung mit Charakteren, SpeedTree oder Animationen."
"docs\renderer-milestone4b.md","31","Documentation: history or current removal/dependency explanation","`CPythonApplication::RenderGame` → `CMapOutdoor::OnRender` → `RenderArea` → originale Area-/Visibility-/Distanzlisten → `CGraphicThingInstance::Render` → `CGrannyLODController::RenderWithOneTexture` → `CGrannyModelInstance::RenderMeshNodeListWithOneTexture` → `CGrannyMaterial::ApplyRenderState` → `CStateManager::DrawIndexedPrimitive` → D3D9Ex."
